species;clade;group;desert
Chironius_flavolineatus;Serpentes;snake;Out
Chironius_foveatus;Serpentes;snake;Out
Chironius_fuscus;Serpentes;snake;Out
Chironius_grandisquamis;Serpentes;snake;Out
Chironius_laevicollis;Serpentes;snake;Out
Chironius_laurenti;Serpentes;snake;Out
Chironius_monticola;Serpentes;snake;Out
Chironius_multiventris;Serpentes;snake;Out
Chironius_quadricarinatus;Serpentes;snake;Out
Chironius_scurrulus;Serpentes;snake;Out
Chlamydosaurus_kingii;Iguania;lizard;Out
Chondrodactylus_angulifer;Gekkota;lizard;Kalahari
Chondrodactylus_bibronii;Gekkota;lizard;Kalahari
Chondrodactylus_fitzsimonsi;Gekkota;lizard;Kalahari
Chondrodactylus_turneri;Gekkota;lizard;Kalahari
Christinus_alexanderi;Gekkota;lizard;Australian
Christinus_guentheri;Gekkota;lizard;Out
Christinus_marmoratus;Gekkota;lizard;Australian
Chrysopelea_ornata;Serpentes;snake;Out
Chrysopelea_paradisi;Serpentes;snake;Out
Chrysopelea_taprobanica;Serpentes;snake;Out
Clelia_clelia;Serpentes;snake;Atacama
Clonophis_kirtlandii;Serpentes;snake;Out
Cnemaspis_affinis;Gekkota;lizard;Out
Cnemaspis_africana;Gekkota;lizard;Out
Cnemaspis_argus;Gekkota;lizard;Out
Cnemaspis_aurantiacopes;Gekkota;lizard;Out
Cnemaspis_baueri;Gekkota;lizard;Out
Cnemaspis_bayuensis;Gekkota;lizard;Out
Cnemaspis_bidongensis;Gekkota;lizard;Out
Cnemaspis_biocellata;Gekkota;lizard;Out
Cnemaspis_boulengerii;Gekkota;lizard;Out
Cnemaspis_caudanivea;Gekkota;lizard;Out
Cnemaspis_chanardi;Gekkota;lizard;Out
Cnemaspis_chanthaburiensis;Gekkota;lizard;Out
Cnemaspis_dickersonae;Gekkota;lizard;Out
Cnemaspis_flavigaster;Gekkota;lizard;Out
Cnemaspis_flavolineata;Gekkota;lizard;Out
Cnemaspis_gemunu;Gekkota;lizard;Out
Cnemaspis_grismeri;Gekkota;lizard;Out
Cnemaspis_hangus;Gekkota;lizard;Out
Cnemaspis_harimau;Gekkota;lizard;Out
Cnemaspis_huaseesom;Gekkota;lizard;Out
Cnemaspis_kandiana;Gekkota;lizard;Out
Cnemaspis_karsticola;Gekkota;lizard;Out
Cnemaspis_kendallii;Gekkota;lizard;Out
Cnemaspis_kumpoli;Gekkota;lizard;Out
Cnemaspis_limi;Gekkota;lizard;Out
Cnemaspis_mcguirei;Gekkota;lizard;Out
Cnemaspis_modiglianii;Gekkota;lizard;Out
Cnemaspis_monachorum;Gekkota;lizard;Out
Cnemaspis_mumpuniae;Gekkota;lizard;Out
Cnemaspis_narathiwatensis;Gekkota;lizard;Out
Cnemaspis_neangthyi;Gekkota;lizard;Out
Cnemaspis_niyomwanae;Gekkota;lizard;Out
Cnemaspis_nuicamensis;Gekkota;lizard;Out
Cnemaspis_omari;Gekkota;lizard;Out
Cnemaspis_paripari;Gekkota;lizard;Out
Cnemaspis_pemanggilensis;Gekkota;lizard;Out
Cnemaspis_peninsularis;Gekkota;lizard;Out
Cnemaspis_perhentianensis;Gekkota;lizard;Out
Cnemaspis_podihuna;Gekkota;lizard;Out
Cnemaspis_pseudomcguirei;Gekkota;lizard;Out
Cnemaspis_psychedelica;Gekkota;lizard;Out
Cnemaspis_roticanai;Gekkota;lizard;Out
Cnemaspis_scalpensis;Gekkota;lizard;Out
Cnemaspis_selamatkanmerapoh;Gekkota;lizard;Out
Cnemaspis_shahruli;Gekkota;lizard;Out
Cnemaspis_siamensis;Gekkota;lizard;Out
Cnemaspis_stongensis;Gekkota;lizard;Out
Cnemaspis_sundainsula;Gekkota;lizard;Out
Cnemaspis_temiah;Gekkota;lizard;Out
Cnemaspis_tropidogaster;Gekkota;lizard;Out
Cnemaspis_tucdupensis;Gekkota;lizard;Out
Cnemaspis_uzungwae;Gekkota;lizard;Out
Cnemidophorus_arenivagus;Lacertoidea;lizard;Out
Cnemidophorus_gramivagus;Lacertoidea;lizard;Out
Cnemidophorus_lemniscatus;Lacertoidea;lizard;Out
Cnemidophorus_ruatanus;Lacertoidea;lizard;Out
Cnemidophorus_vanzoi;Lacertoidea;lizard;Out
Coelognathus_erythrurus;Serpentes;snake;Out
Coelognathus_flavolineatus;Serpentes;snake;Out
Coelognathus_helena;Serpentes;snake;Persian
Coelognathus_radiatus;Serpentes;snake;Out
Coelognathus_subradiatus;Serpentes;snake;Out
Coeranoscincus_frontalis;Scincoidea;lizard;Out
Coeranoscincus_reticulatus;Scincoidea;lizard;Out
Coggeria_naufragus;Scincoidea;lizard;Out
Coleodactylus_brachystoma;Gekkota;lizard;Out
Coleodactylus_meridionalis;Gekkota;lizard;Out
Coleodactylus_natalensis;Gekkota;lizard;Out
Coleodactylus_septentrionalis;Gekkota;lizard;Out
Coleonyx_brevis;Gekkota;lizard;American
Coleonyx_elegans;Gekkota;lizard;Out
Coleonyx_mitratus;Gekkota;lizard;Out
Coleonyx_variegatus;Gekkota;lizard;American
Colobodactylus_dalcyanus;Lacertoidea;lizard;Out
Colobodactylus_taunayi;Lacertoidea;lizard;Out
Colobosaura_modesta;Lacertoidea;lizard;Out
Colobosauroides_cearensis;Lacertoidea;lizard;Out
Coloptychon_rhombifer;Anguimorpha;lizard;Out
Colopus_kochii;Gekkota;lizard;Kalahari
Colopus_wahlbergii;Gekkota;lizard;Kalahari
Coluber_bilineatus;Serpentes;snake;American
Coluber_constrictor;Serpentes;snake;American
Coluber_flagellum;Serpentes;snake;American
Coluber_lateralis;Serpentes;snake;Out
Coluber_schotti;Serpentes;snake;American
Coluber_taeniatus;Serpentes;snake;American
Coluber_zebrinus;Serpentes;snake;Kalahari
Compsophis_albiventris;Serpentes;snake;Out
Compsophis_boulengeri;Serpentes;snake;Out
Compsophis_fatsibe;Serpentes;snake;Out
Compsophis_infralineatus;Serpentes;snake;Out
Compsophis_laphystius;Serpentes;snake;Out
Concinnia_amplus;Scincoidea;lizard;Out
Concinnia_brachyosoma;Scincoidea;lizard;Out
Concinnia_frerei;Scincoidea;lizard;Out
Concinnia_martini;Scincoidea;lizard;Out
Concinnia_queenslandiae;Scincoidea;lizard;Out
Concinnia_sokosoma;Scincoidea;lizard;Out
Concinnia_tenuis;Scincoidea;lizard;Out
Concinnia_tigrinus;Scincoidea;lizard;Out
Congolacerta_asukului;Lacertoidea;lizard;Out
Congolacerta_vauereselli;Lacertoidea;lizard;Out
Coniophanes_fissidens;Serpentes;snake;Out
Conolophus_marthae;Iguania;lizard;Out
Conolophus_pallidus;Iguania;lizard;Out
Conolophus_subcristatus;Iguania;lizard;Out
Conophis_lineatus;Serpentes;snake;Out
Conophis_vittatus;Serpentes;snake;Out
Conopsis_biserialis;Serpentes;snake;American
Conopsis_nasus;Serpentes;snake;American
Contia_longicaudae;Serpentes;snake;Out
Contia_tenuis;Serpentes;snake;Out
Contomastix_lacertoides;Lacertoidea;lizard;Out
Copeoglossum_aurae;Scincoidea;lizard;Out
Copeoglossum_nigropunctatum;Scincoidea;lizard;Out
Cophosaurus_texanus;Iguania;lizard;American
Cophotis_ceylanica;Iguania;lizard;Out
Cophotis_dumbara;Iguania;lizard;Out
Corallus_annulatus;Serpentes;snake;Out
Corallus_batesii;Serpentes;snake;Out
Corallus_caninus;Serpentes;snake;Out
Corallus_cookii;Serpentes;snake;Out
Corallus_cropanii;Serpentes;snake;Out
Corallus_grenadensis;Serpentes;snake;Out
Corallus_hortulanus;Serpentes;snake;Out
Corallus_ruschenbergerii;Serpentes;snake;Out
Cordylosaurus_subtessellatus;Scincoidea;lizard;Kalahari
Cordylus_aridus;Scincoidea;lizard;Kalahari
Cordylus_beraduccii;Scincoidea;lizard;Out
Cordylus_cordylus;Scincoidea;lizard;Kalahari
Cordylus_imkeae;Scincoidea;lizard;Kalahari
Cordylus_jonesii;Scincoidea;lizard;Out
Cordylus_machadoi;Scincoidea;lizard;Kalahari
Cordylus_macropholis;Scincoidea;lizard;Kalahari
Cordylus_marunguensis;Scincoidea;lizard;Out
Cordylus_mclachlani;Scincoidea;lizard;Kalahari
Cordylus_meculae;Scincoidea;lizard;Out
Cordylus_minor;Scincoidea;lizard;Kalahari
Cordylus_niger;Scincoidea;lizard;Out
Cordylus_oelofseni;Scincoidea;lizard;Kalahari
Cordylus_rhodesianus;Scincoidea;lizard;Out
Cordylus_rivae;Scincoidea;lizard;Out
Cordylus_tropidosternum;Scincoidea;lizard;Out
Cordylus_ukingensis;Scincoidea;lizard;Out
Cordylus_vittifer;Scincoidea;lizard;Out
Coronella_austriaca;Serpentes;snake;Out
Coronella_girondica;Serpentes;snake;Out
Correlophus_ciliatus;Gekkota;lizard;Out
Correlophus_sarasinorum;Gekkota;lizard;Out
Corucia_zebrata;Scincoidea;lizard;Out
Coryphophylax_subcristatus;Iguania;lizard;Out
Corytophanes_cristatus;Iguania;lizard;Out
Corytophanes_percarinatus;Iguania;lizard;Out
Crenadactylus_ocellatus;Gekkota;lizard;Australian
Cricosaura_typica;Scincoidea;lizard;Out
Crisantophis_nevermanni;Serpentes;snake;Out
Crocodilurus_amazonicus;Lacertoidea;lizard;Out
Crossobamon_orientalis;Gekkota;lizard;Persian
Crotalus_adamanteus;Serpentes;snake;Out
Crotalus_aquilus;Serpentes;snake;American
Crotalus_atrox;Serpentes;snake;American
Crotalus_basiliscus;Serpentes;snake;Out
Crotalus_catalinensis;Serpentes;snake;American
Crotalus_cerastes;Serpentes;snake;American
Crotalus_cerberus;Serpentes;snake;American
Crotalus_culminatus;Serpentes;snake;Out
Crotalus_durissus;Serpentes;snake;Out
Crotalus_enyo;Serpentes;snake;American
Crotalus_ericsmithi;Serpentes;snake;Out
Crotalus_horridus;Serpentes;snake;Out
Crotalus_intermedius;Serpentes;snake;Out
Crotalus_lannomi;Serpentes;snake;Out
Crotalus_lepidus;Serpentes;snake;American
Crotalus_mitchellii;Serpentes;snake;American
Crotalus_molossus;Serpentes;snake;American
Crotalus_oreganus;Serpentes;snake;American
Crotalus_polystictus;Serpentes;snake;Out
Crotalus_pricei;Serpentes;snake;American
Crotalus_pusillus;Serpentes;snake;Out
Crotalus_ravus;Serpentes;snake;American
Crotalus_ruber;Serpentes;snake;American
Crotalus_scutulatus;Serpentes;snake;American
Crotalus_simus;Serpentes;snake;Out
Crotalus_stejnegeri;Serpentes;snake;Out
Crotalus_tancitarensis;Serpentes;snake;Out
Crotalus_tigris;Serpentes;snake;American
Crotalus_totonacus;Serpentes;snake;American
Crotalus_transversus;Serpentes;snake;Out
Crotalus_triseriatus;Serpentes;snake;American
Crotalus_tzabcan;Serpentes;snake;Out
Crotalus_viridis;Serpentes;snake;American
Crotalus_willardi;Serpentes;snake;American
Crotaphopeltis_hotamboeia;Serpentes;snake;Kalahari
Crotaphopeltis_tornieri;Serpentes;snake;Out
Crotaphytus_antiquus;Iguania;lizard;American
Crotaphytus_bicinctores;Iguania;lizard;American
Crotaphytus_collaris;Iguania;lizard;American
Crotaphytus_dickersonae;Iguania;lizard;American
Crotaphytus_grismeri;Iguania;lizard;American
Crotaphytus_insularis;Iguania;lizard;American
Crotaphytus_nebrius;Iguania;lizard;American
Crotaphytus_reticulatus;Iguania;lizard;American
Crotaphytus_vestigium;Iguania;lizard;American
Cryophis_hallbergi;Serpentes;snake;Out
Cryptactites_peringueyi;Gekkota;lizard;Out
Cryptoblepharus_africanus;Scincoidea;lizard;Out
Cryptoblepharus_ater;Scincoidea;lizard;Out
Cryptoblepharus_boutonii;Scincoidea;lizard;Out
Cryptoblepharus_cognatus;Scincoidea;lizard;Out
Cryptoblepharus_gloriosus;Scincoidea;lizard;Out
Cryptoblepharus_keiensis;Scincoidea;lizard;Out
Cryptoblepharus_nigropunctatus;Scincoidea;lizard;Out
Cryptoblepharus_novocaledonicus;Scincoidea;lizard;Out
Cryptoblepharus_voeltzkowi;Scincoidea;lizard;Out
Cryptophis_nigrescens;Serpentes;snake;Out
Ctenoblepharys_adspersa;Iguania;lizard;Atacama
Ctenophorus_adelaidensis;Iguania;lizard;Australian
Ctenophorus_butlerorum;Iguania;lizard;Australian
Ctenophorus_caudicinctus;Iguania;lizard;Australian
Ctenophorus_chapmani;Iguania;lizard;Australian
Ctenophorus_clayi;Iguania;lizard;Australian
Ctenophorus_cristatus;Iguania;lizard;Australian
Ctenophorus_decresii;Iguania;lizard;Australian
Ctenophorus_femoralis;Iguania;lizard;Australian
Ctenophorus_fionni;Iguania;lizard;Australian
Ctenophorus_fordi;Iguania;lizard;Australian
Ctenophorus_gibba;Iguania;lizard;Australian
Ctenophorus_isolepis;Iguania;lizard;Australian
Ctenophorus_maculatus;Iguania;lizard;Australian
Ctenophorus_maculosus;Iguania;lizard;Australian
Ctenophorus_mckenziei;Iguania;lizard;Australian
Ctenophorus_nuchalis;Iguania;lizard;Australian
Ctenophorus_ornatus;Iguania;lizard;Australian
Ctenophorus_parviceps;Iguania;lizard;Australian
Ctenophorus_pictus;Iguania;lizard;Australian
Ctenophorus_reticulatus;Iguania;lizard;Australian
Ctenophorus_rufescens;Iguania;lizard;Australian
Ctenophorus_salinarum;Iguania;lizard;Australian
Ctenophorus_scutulatus;Iguania;lizard;Australian
Ctenophorus_tjantjalka;Iguania;lizard;Australian
Ctenophorus_vadnappa;Iguania;lizard;Australian
Ctenosaura_acanthura;Iguania;lizard;Out
Ctenosaura_bakeri;Iguania;lizard;Out
Ctenosaura_flavidorsalis;Iguania;lizard;Out
Ctenosaura_hemilopha;Iguania;lizard;American
Ctenosaura_melanosterna;Iguania;lizard;Out
Ctenosaura_oaxacana;Iguania;lizard;Out
Ctenosaura_oedirhina;Iguania;lizard;Out
Ctenosaura_palearis;Iguania;lizard;Out
Ctenosaura_pectinata;Iguania;lizard;Out
Ctenosaura_quinquecarinata;Iguania;lizard;Out
Ctenosaura_similis;Iguania;lizard;Out
Ctenotus_agrestis;Scincoidea;lizard;Out
Ctenotus_alacer;Scincoidea;lizard;Australian
Ctenotus_alleni;Scincoidea;lizard;Australian
Ctenotus_allotropis;Scincoidea;lizard;Out
Ctenotus_angusticeps;Scincoidea;lizard;Out
Ctenotus_arcanus;Scincoidea;lizard;Out
Ctenotus_ariadnae;Scincoidea;lizard;Australian
Ctenotus_arnhemensis;Scincoidea;lizard;Out
Ctenotus_astarte;Scincoidea;lizard;Australian
Ctenotus_atlas;Scincoidea;lizard;Australian
Ctenotus_australis;Scincoidea;lizard;Out
Ctenotus_brooksi;Scincoidea;lizard;Australian
Ctenotus_burbidgei;Scincoidea;lizard;Out
Ctenotus_calurus;Scincoidea;lizard;Australian
Ctenotus_catenifer;Scincoidea;lizard;Out
Ctenotus_coggeri;Scincoidea;lizard;Out
Ctenotus_colletti;Scincoidea;lizard;Australian
Ctenotus_decaneurus;Scincoidea;lizard;Out
Ctenotus_delli;Scincoidea;lizard;Out
Ctenotus_dux;Scincoidea;lizard;Australian
Ctenotus_ehmanni;Scincoidea;lizard;Out
Ctenotus_essingtonii;Scincoidea;lizard;Out
Ctenotus_eurydice;Scincoidea;lizard;Out
Ctenotus_eutaenius;Scincoidea;lizard;Out
Ctenotus_fallens;Scincoidea;lizard;Out
Ctenotus_gagudju;Scincoidea;lizard;Out
Ctenotus_gemmula;Scincoidea;lizard;Out
Ctenotus_grandis;Scincoidea;lizard;Australian
Ctenotus_greeri;Scincoidea;lizard;Australian
Ctenotus_hanloni;Scincoidea;lizard;Australian
Ctenotus_hebetior;Scincoidea;lizard;Out
Ctenotus_helenae;Scincoidea;lizard;Australian
Ctenotus_hilli;Scincoidea;lizard;Out
Ctenotus_iapetus;Scincoidea;lizard;Australian
Ctenotus_impar;Scincoidea;lizard;Out
Ctenotus_ingrami;Scincoidea;lizard;Out
Ctenotus_inornatus;Scincoidea;lizard;Out
Ctenotus_joanae;Scincoidea;lizard;Out
Ctenotus_kurnbudj;Scincoidea;lizard;Out
Ctenotus_labillardieri;Scincoidea;lizard;Out
Ctenotus_lancelini;Scincoidea;lizard;Out
Ctenotus_lateralis;Scincoidea;lizard;Out
Ctenotus_leae;Scincoidea;lizard;Australian
Ctenotus_leonhardii;Scincoidea;lizard;Australian
Ctenotus_maryani;Scincoidea;lizard;Australian
Ctenotus_mesotes;Scincoidea;lizard;Out
Ctenotus_militaris;Scincoidea;lizard;Out
Ctenotus_mimetes;Scincoidea;lizard;Australian
Ctenotus_nasutus;Scincoidea;lizard;Australian
Ctenotus_nigrilineatus;Scincoidea;lizard;Australian
Ctenotus_nullum;Scincoidea;lizard;Out
Ctenotus_olympicus;Scincoidea;lizard;Australian
Ctenotus_orientalis;Scincoidea;lizard;Australian
Ctenotus_pantherinus;Scincoidea;lizard;Australian
Ctenotus_piankai;Scincoidea;lizard;Australian
Ctenotus_pulchellus;Scincoidea;lizard;Australian
Ctenotus_quattuordecimlineatus;Scincoidea;lizard;Australian
Ctenotus_quinkan;Scincoidea;lizard;Out
Ctenotus_rawlinsoni;Scincoidea;lizard;Out
Ctenotus_regius;Scincoidea;lizard;Australian
Ctenotus_rimacolus;Scincoidea;lizard;Out
Ctenotus_robustus;Scincoidea;lizard;Out
Ctenotus_rosarium;Scincoidea;lizard;Out
Ctenotus_rubicundus;Scincoidea;lizard;Australian
Ctenotus_rufescens;Scincoidea;lizard;Australian
Ctenotus_rutilans;Scincoidea;lizard;Australian
Ctenotus_saxatilis;Scincoidea;lizard;Australian
Ctenotus_schevilli;Scincoidea;lizard;Out
Ctenotus_schomburgkii;Scincoidea;lizard;Australian
Ctenotus_septenarius;Scincoidea;lizard;Australian
Ctenotus_serventyi;Scincoidea;lizard;Australian
Ctenotus_severus;Scincoidea;lizard;Australian
Ctenotus_spaldingi;Scincoidea;lizard;Out
Ctenotus_storri;Scincoidea;lizard;Out
Ctenotus_strauchii;Scincoidea;lizard;Australian
Ctenotus_striaticeps;Scincoidea;lizard;Out
Ctenotus_stuarti;Scincoidea;lizard;Out
Ctenotus_taeniolatus;Scincoidea;lizard;Out
Ctenotus_tanamiensis;Scincoidea;lizard;Australian
Ctenotus_tantillus;Scincoidea;lizard;Out
Ctenotus_terrareginae;Scincoidea;lizard;Out
Ctenotus_uber;Scincoidea;lizard;Australian
Ctenotus_vertebralis;Scincoidea;lizard;Out
Ctenotus_xenopleura;Scincoidea;lizard;Out
Ctenotus_youngsoni;Scincoidea;lizard;Australian
Ctenotus_zastictus;Scincoidea;lizard;Australian
Ctenotus_zebrilla;Scincoidea;lizard;Out
Cubophis_cantherigerus;Serpentes;snake;Out
Cubophis_caymanus;Serpentes;snake;Out
Cubophis_fuscicauda;Serpentes;snake;Out
Cubophis_ruttyi;Serpentes;snake;Out
Cubophis_vudii;Serpentes;snake;Out
Cyclodomorphus_branchialis;Scincoidea;lizard;Out
Cyclodomorphus_casuarinae;Scincoidea;lizard;Out
Cyclodomorphus_michaeli;Scincoidea;lizard;Out
Cyclodomorphus_praealtus;Scincoidea;lizard;Out
Cyclophiops_major;Serpentes;snake;Out
Cyclophiops_multicinctus;Serpentes;snake;Out
Cyclura_carinata;Iguania;lizard;Out
Cyclura_collei;Iguania;lizard;Out
Cyclura_cornuta;Iguania;lizard;Out
Cyclura_cychlura;Iguania;lizard;Out
Cyclura_nubila;Iguania;lizard;Out
Cyclura_pinguis;Iguania;lizard;Out
Cyclura_ricordi;Iguania;lizard;Out
Cyclura_rileyi;Iguania;lizard;Out
Cylindrophis_maculatus;Serpentes;snake;Out
Cylindrophis_ruffus;Serpentes;snake;Out
Cynisca_kraussi;Lacertoidea;worm lizard;Out
Cynisca_leucura;Lacertoidea;worm lizard;Out
Cyrtodactylus_adorus;Gekkota;lizard;Out
Cyrtodactylus_agusanensis;Gekkota;lizard;Out
Cyrtodactylus_albofasciatus;Gekkota;lizard;Out
Cyrtodactylus_angularis;Gekkota;lizard;Out
Cyrtodactylus_annandalei;Gekkota;lizard;Out
Cyrtodactylus_annulatus;Gekkota;lizard;Out
Cyrtodactylus_arcanus;Gekkota;lizard;Out
Cyrtodactylus_astrum;Gekkota;lizard;Out
Cyrtodactylus_aurensis;Gekkota;lizard;Out
Cyrtodactylus_australotitiwangsaensis;Gekkota;lizard;Out
Cyrtodactylus_ayeyarwadyensis;Gekkota;lizard;Out
Cyrtodactylus_badenensis;Gekkota;lizard;Out
Cyrtodactylus_baluensis;Gekkota;lizard;Out
Cyrtodactylus_batucolus;Gekkota;lizard;Out
Cyrtodactylus_bidoupimontis;Gekkota;lizard;Out
Cyrtodactylus_bintangrendah;Gekkota;lizard;Out
Cyrtodactylus_bintangtinggi;Gekkota;lizard;Out
Cyrtodactylus_boreoclivus;Gekkota;lizard;Out
Cyrtodactylus_brevidactylus;Gekkota;lizard;Out
Cyrtodactylus_bugiamapensis;Gekkota;lizard;Out
Cyrtodactylus_caovansungi;Gekkota;lizard;Out
Cyrtodactylus_capreoloides;Gekkota;lizard;Out
Cyrtodactylus_cattienensis;Gekkota;lizard;Out
Cyrtodactylus_cavernicolus;Gekkota;lizard;Out
Cyrtodactylus_chanhomeae;Gekkota;lizard;Out
Cyrtodactylus_chrysopylos;Gekkota;lizard;Out
Cyrtodactylus_collegalensis;Gekkota;lizard;Out
Cyrtodactylus_consobrinus;Gekkota;lizard;Out
Cyrtodactylus_cryptus;Gekkota;lizard;Out
Cyrtodactylus_cucdongensis;Gekkota;lizard;Out
Cyrtodactylus_darmandvillei;Gekkota;lizard;Out
Cyrtodactylus_dati;Gekkota;lizard;Out
Cyrtodactylus_deccanensis;Gekkota;lizard;Out
Cyrtodactylus_eisenmanae;Gekkota;lizard;Out
Cyrtodactylus_elok;Gekkota;lizard;Out
Cyrtodactylus_epiroticus;Gekkota;lizard;Out
Cyrtodactylus_fasciolatum;Gekkota;lizard;Out
Cyrtodactylus_feae;Gekkota;lizard;Out
Cyrtodactylus_gansi;Gekkota;lizard;Out
Cyrtodactylus_grismeri;Gekkota;lizard;Out
Cyrtodactylus_gubernatoris;Gekkota;lizard;Out
Cyrtodactylus_hontreensis;Gekkota;lizard;Out
Cyrtodactylus_hoskini;Gekkota;lizard;Out
Cyrtodactylus_huynhi;Gekkota;lizard;Out
Cyrtodactylus_interdigitalis;Gekkota;lizard;Out
Cyrtodactylus_intermedius;Gekkota;lizard;Out
Cyrtodactylus_irregularis;Gekkota;lizard;Out
Cyrtodactylus_jambangan;Gekkota;lizard;Out
Cyrtodactylus_jarujini;Gekkota;lizard;Out
Cyrtodactylus_jelawangensis;Gekkota;lizard;Out
Cyrtodactylus_jellesmae;Gekkota;lizard;Out
Cyrtodactylus_jeyporensis;Gekkota;lizard;Out
Cyrtodactylus_khasiensis;Gekkota;lizard;Out
Cyrtodactylus_kimberleyensis;Gekkota;lizard;Out
Cyrtodactylus_kingsadai;Gekkota;lizard;Out
Cyrtodactylus_klugei;Gekkota;lizard;Out
Cyrtodactylus_langkawiensis;Gekkota;lizard;Out
Cyrtodactylus_lomyenensis;Gekkota;lizard;Out
Cyrtodactylus_loriae;Gekkota;lizard;Out
Cyrtodactylus_louisiadensis;Gekkota;lizard;Out
Cyrtodactylus_macrotuberculatus;Gekkota;lizard;Out
Cyrtodactylus_majulah;Gekkota;lizard;Out
Cyrtodactylus_malayanus;Gekkota;lizard;Out
Cyrtodactylus_marmoratus;Gekkota;lizard;Out
Cyrtodactylus_mcdonaldi;Gekkota;lizard;Out
Cyrtodactylus_medioclivus;Gekkota;lizard;Out
Cyrtodactylus_mimikanus;Gekkota;lizard;Out
Cyrtodactylus_nebulosus;Gekkota;lizard;Out
Cyrtodactylus_nigriocularis;Gekkota;lizard;Out
Cyrtodactylus_novaeguineae;Gekkota;lizard;Out
Cyrtodactylus_oldhami;Gekkota;lizard;Out
Cyrtodactylus_pageli;Gekkota;lizard;Out
Cyrtodactylus_pantiensis;Gekkota;lizard;Out
Cyrtodactylus_papuensis;Gekkota;lizard;Out
Cyrtodactylus_paradoxus;Gekkota;lizard;Out
Cyrtodactylus_payacola;Gekkota;lizard;Out
Cyrtodactylus_peguensis;Gekkota;lizard;Out
Cyrtodactylus_philippinicus;Gekkota;lizard;Out
Cyrtodactylus_phongnhakebangensis;Gekkota;lizard;Out
Cyrtodactylus_pronarus;Gekkota;lizard;Out
Cyrtodactylus_pseudoquadrivirgatus;Gekkota;lizard;Out
Cyrtodactylus_pubisulcus;Gekkota;lizard;Out
Cyrtodactylus_pulchellus;Gekkota;lizard;Out
Cyrtodactylus_quadrivirgatus;Gekkota;lizard;Out
Cyrtodactylus_redimiculus;Gekkota;lizard;Out
Cyrtodactylus_robustus;Gekkota;lizard;Out
Cyrtodactylus_roesleri;Gekkota;lizard;Out
Cyrtodactylus_rubidus;Gekkota;lizard;Out
Cyrtodactylus_russelli;Gekkota;lizard;Out
Cyrtodactylus_sadleiri;Gekkota;lizard;Out
Cyrtodactylus_salomonensis;Gekkota;lizard;Out
Cyrtodactylus_semenanjungensis;Gekkota;lizard;Out
Cyrtodactylus_seribuatensis;Gekkota;lizard;Out
Cyrtodactylus_sermowaiensis;Gekkota;lizard;Out
Cyrtodactylus_sharkari;Gekkota;lizard;Out
Cyrtodactylus_slowinskii;Gekkota;lizard;Out
Cyrtodactylus_sworderi;Gekkota;lizard;Out
Cyrtodactylus_takouensis;Gekkota;lizard;Out
Cyrtodactylus_tautbatorum;Gekkota;lizard;Out
Cyrtodactylus_tebuensis;Gekkota;lizard;Out
Cyrtodactylus_teyniei;Gekkota;lizard;Out
Cyrtodactylus_tibetanus;Gekkota;lizard;Out
Cyrtodactylus_tigroides;Gekkota;lizard;Out
Cyrtodactylus_timur;Gekkota;lizard;Out
Cyrtodactylus_tiomanensis;Gekkota;lizard;Out
Cyrtodactylus_triedrus;Gekkota;lizard;Out
Cyrtodactylus_trilatofasciatus;Gekkota;lizard;Out
Cyrtodactylus_tripartitus;Gekkota;lizard;Out
Cyrtodactylus_tuberculatus;Gekkota;lizard;Out
Cyrtodactylus_vilaphongi;Gekkota;lizard;Out
Cyrtodactylus_wayakonei;Gekkota;lizard;Out
Cyrtodactylus_yangbayensis;Gekkota;lizard;Out
Cyrtodactylus_yoshii;Gekkota;lizard;Out
Cyrtodactylus_ziegleri;Gekkota;lizard;Out
Cyrtodactylus_zugi;Gekkota;lizard;Out
Cyrtopodion_agamuroides;Gekkota;lizard;Persian
Cyrtopodion_aravallensis;Gekkota;lizard;Persian
Cyrtopodion_battalense;Gekkota;lizard;Out
Cyrtopodion_gastrophole;Gekkota;lizard;Persian
Cyrtopodion_himalayanum;Gekkota;lizard;Out
Cyrtopodion_kachhense;Gekkota;lizard;Persian
Cyrtopodion_kohsulaimanai;Gekkota;lizard;Persian
Cyrtopodion_lawderanum;Gekkota;lizard;Out
Cyrtopodion_mansarulus;Gekkota;lizard;Out
Cyrtopodion_rohtasfortai;Gekkota;lizard;Persian
Cyrtopodion_scabrum;Gekkota;lizard;Persian_Saharab
Cyrtopodion_sistanense;Gekkota;lizard;Persian
Daboia_deserti;Serpentes;snake;Saharab
Daboia_mauritanica;Serpentes;snake;Out
Daboia_palaestinae;Serpentes;snake;Out
Daboia_russelii;Serpentes;snake;Persian
Dactylocnemis_pacificus;Gekkota;lizard;Out
Dalmatolacerta_oxycephala;Lacertoidea;lizard;Out
Dalophia_ellenbergeri;Lacertoidea;worm lizard;Out
Dalophia_pistillum;Lacertoidea;worm lizard;Kalahari
Darevskia_alpina;Lacertoidea;lizard;Out
Darevskia_armeniaca;Lacertoidea;lizard;Persian
Darevskia_bendimahiensis;Lacertoidea;lizard;Out
Darevskia_brauneri;Lacertoidea;lizard;Out
Darevskia_caspica;Lacertoidea;lizard;Out
Darevskia_caucasica;Lacertoidea;lizard;Out
Darevskia_chlorogaster;Lacertoidea;lizard;Persian
Darevskia_clarkorum;Lacertoidea;lizard;Out
